,move,correct,movementTime,soccerTeam,game,phase,playerAlias,totalCorrect,groupCode,sequExecuted,optionChosen
0,1,false,14.398440,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
1,2,false,0.982727,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
2,3,false,0.833496,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
3,4,false,3.232239,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
4,5,false,1.033264,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
5,6,TRUE,0.816437,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
6,7,false,2.999786,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
7,8,TRUE,1.000000,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
8,9,TRUE,2.666565,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
9,10,TRUE,0.983154,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
10,11,false,2.199738,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
11,12,TRUE,1.048187,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
12,13,TRUE,1.949249,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
13,14,TRUE,0.766449,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
14,15,TRUE,1.766663,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
15,16,false,2.466492,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
16,17,TRUE,0.766480,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
17,18,TRUE,1.033142,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
18,19,TRUE,0.333557,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
19,20,TRUE,0.866577,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
20,21,false,1.633118,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
21,22,TRUE,0.966553,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
22,23,false,1.949951,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
23,24,TRUE,0.816650,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
24,25,false,0.716614,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
25,26,false,0.266846,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
26,27,TRUE,0.399963,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
27,28,false,1.549561,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
28,29,TRUE,2.516357,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
29,30,TRUE,2.216492,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
30,31,TRUE,1.983093,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
31,32,TRUE,1.833191,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
32,33,false,1.499939,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
33,34,TRUE,0.750000,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
34,35,false,0.699524,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
35,36,TRUE,0.366943,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
36,37,false,1.349854,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
37,38,false,0.100037,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
38,39,TRUE,0.799866,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
39,40,false,3.616455,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
40,41,false,3.916260,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
41,42,false,0.900085,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
42,43,false,1.966675,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
43,44,TRUE,0.450073,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
44,45,false,3.483521,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
45,46,false,0.584656,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
46,47,false,1.183105,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
47,48,TRUE,0.949463,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
48,49,TRUE,3.549622,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
49,50,false,2.282959,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
50,51,false,2.266724,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
51,52,false,2.899475,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
52,53,false,1.566650,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
53,54,TRUE,0.816528,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
54,55,false,2.366638,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
55,56,TRUE,2.216431,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
56,57,TRUE,2.833069,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
57,58,false,1.716553,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
58,59,false,3.683044,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
59,60,false,1.933350,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
60,61,false,2.499207,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
61,62,TRUE,0.900024,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
62,63,false,2.133484,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
63,64,TRUE,2.433167,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
64,65,TRUE,0.833191,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
65,66,TRUE,1.749573,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
66,67,false,2.249634,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
67,68,TRUE,1.950012,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
68,69,false,2.599854,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
69,70,TRUE,1.516602,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
70,71,false,2.699768,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
71,72,false,1.566223,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
72,73,false,3.016357,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
73,74,false,2.067322,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
74,75,false,0.866943,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
75,76,false,1.733337,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
76,77,TRUE,3.116455,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
77,78,false,6.682739,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
78,79,TRUE,4.166565,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
79,80,TRUE,3.049377,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
80,81,TRUE,1.933228,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
81,82,false,2.733032,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
82,83,TRUE,2.299683,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
83,84,false,1.699707,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
84,85,false,3.016785,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
85,86,TRUE,2.882141,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
86,87,false,2.366455,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
87,88,false,1.266602,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
88,89,false,2.116394,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
89,90,false,1.099609,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
90,91,TRUE,2.366516,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
91,92,TRUE,0.516785,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
92,93,TRUE,1.148865,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
93,94,false,1.933044,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
94,95,TRUE,3.483459,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
95,96,TRUE,2.299561,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
96,97,false,3.249695,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
97,98,TRUE,2.333313,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
98,99,TRUE,1.799683,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
99,100,TRUE,1.166504,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
100,101,TRUE,2.083130,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
101,102,TRUE,0.833252,PDE,JG,3,P40642,50,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
