,move,correct,movementTime,soccerTeam,game,phase,playerAlias,totalCorrect,groupCode,sequExecuted,optionChosen
0,1,TRUE,49.894350,PDA,JG,2,p42936,16,PDA2018,201201201201201201201201201,2
1,2,false,12.497250,PDA,JG,2,p42936,16,PDA2018,201201201201201201201201201,1
2,3,false,6.823547,PDA,JG,2,p42936,16,PDA2018,201201201201201201201201201,0
3,4,TRUE,8.121765,PDA,JG,2,p42936,16,PDA2018,201201201201201201201201201,2
4,5,false,13.414250,PDA,JG,2,p42936,16,PDA2018,201201201201201201201201201,1
5,6,false,1.248108,PDA,JG,2,p42936,16,PDA2018,201201201201201201201201201,0
6,7,TRUE,3.094177,PDA,JG,2,p42936,16,PDA2018,201201201201201201201201201,2
7,8,false,42.489870,PDA,JG,2,p42936,16,PDA2018,201201201201201201201201201,1
8,9,TRUE,15.661130,PDA,JG,2,p42936,16,PDA2018,201201201201201201201201201,1
9,10,TRUE,7.239380,PDA,JG,2,p42936,16,PDA2018,201201201201201201201201201,2
10,11,TRUE,23.948970,PDA,JG,2,p42936,16,PDA2018,201201201201201201201201201,0
11,12,TRUE,8.371338,PDA,JG,2,p42936,16,PDA2018,201201201201201201201201201,1
12,13,false,5.026001,PDA,JG,2,p42936,16,PDA2018,201201201201201201201201201,0
13,14,false,6.723816,PDA,JG,2,p42936,16,PDA2018,201201201201201201201201201,1
14,15,false,4.227173,PDA,JG,2,p42936,16,PDA2018,201201201201201201201201201,2
15,16,false,9.153442,PDA,JG,2,p42936,16,PDA2018,201201201201201201201201201,0
16,17,false,6.373413,PDA,JG,2,p42936,16,PDA2018,201201201201201201201201201,2
17,18,false,5.308899,PDA,JG,2,p42936,16,PDA2018,201201201201201201201201201,0
18,19,TRUE,12.416440,PDA,JG,2,p42936,16,PDA2018,201201201201201201201201201,2
19,20,TRUE,1.879211,PDA,JG,2,p42936,16,PDA2018,201201201201201201201201201,0
20,21,TRUE,0.749023,PDA,JG,2,p42936,16,PDA2018,201201201201201201201201201,1
21,22,TRUE,4.892761,PDA,JG,2,p42936,16,PDA2018,201201201201201201201201201,2
22,23,TRUE,1.830566,PDA,JG,2,p42936,16,PDA2018,201201201201201201201201201,0
23,24,TRUE,1.980286,PDA,JG,2,p42936,16,PDA2018,201201201201201201201201201,1
24,25,TRUE,23.699340,PDA,JG,2,p42936,16,PDA2018,201201201201201201201201201,2
25,26,TRUE,6.873413,PDA,JG,2,p42936,16,PDA2018,201201201201201201201201201,0
26,27,TRUE,6.024536,PDA,JG,2,p42936,16,PDA2018,201201201201201201201201201,1
