,move,correct,movementTime,soccerTeam,game,phase,playerAlias,totalCorrect,groupCode,sequExecuted,optionChosen
0,1,false,27.814760,PDE,JG,3,P47314,74,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
1,2,TRUE,0.949631,PDE,JG,3,P47314,74,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
2,3,false,0.566254,PDE,JG,3,P47314,74,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
3,4,false,0.683243,PDE,JG,3,P47314,74,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
4,5,TRUE,1.166351,PDE,JG,3,P47314,74,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
5,6,TRUE,1.866714,PDE,JG,3,P47314,74,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
6,7,false,1.282928,PDE,JG,3,P47314,74,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
7,8,false,2.249725,PDE,JG,3,P47314,74,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
8,9,TRUE,0.766586,PDE,JG,3,P47314,74,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
9,10,TRUE,1.416718,PDE,JG,3,P47314,74,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
10,11,TRUE,1.515884,PDE,JG,3,P47314,74,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
11,12,TRUE,2.283417,PDE,JG,3,P47314,74,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
12,13,TRUE,1.116623,PDE,JG,3,P47314,74,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
13,14,TRUE,1.233231,PDE,JG,3,P47314,74,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
14,15,TRUE,1.083176,PDE,JG,3,P47314,74,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
15,16,TRUE,0.433289,PDE,JG,3,P47314,74,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
16,17,TRUE,0.033127,PDE,JG,3,P47314,74,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
17,18,TRUE,1.616379,PDE,JG,3,P47314,74,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
18,19,TRUE,0.233460,PDE,JG,3,P47314,74,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
19,20,TRUE,0.283249,PDE,JG,3,P47314,74,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
20,21,false,1.166718,PDE,JG,3,P47314,74,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
21,22,TRUE,0.183365,PDE,JG,3,P47314,74,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
22,23,TRUE,0.333130,PDE,JG,3,P47314,74,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
23,24,TRUE,0.850861,PDE,JG,3,P47314,74,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
24,25,TRUE,0.266846,PDE,JG,3,P47314,74,PDE2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
