,move,correct,movementTime,soccerTeam,game,phase,playerAlias,totalCorrect,groupCode,sequExecuted,optionChosen
0,1,false,20.411530,PDM,JG,3,mazzerbo,48,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
1,2,TRUE,1.449646,PDM,JG,3,mazzerbo,48,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
2,3,false,1.831909,PDM,JG,3,mazzerbo,48,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
3,4,false,1.734558,PDM,JG,3,mazzerbo,48,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
4,5,false,1.917053,PDM,JG,3,mazzerbo,48,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
5,6,TRUE,1.349731,PDM,JG,3,mazzerbo,48,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
6,7,false,3.783447,PDM,JG,3,mazzerbo,48,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
7,8,false,2.934296,PDM,JG,3,mazzerbo,48,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
8,9,false,3.032440,PDM,JG,3,mazzerbo,48,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
9,10,TRUE,2.316223,PDM,JG,3,mazzerbo,48,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
10,11,false,3.216309,PDM,JG,3,mazzerbo,48,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
11,12,TRUE,2.564758,PDM,JG,3,mazzerbo,48,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
12,13,TRUE,3.183105,PDM,JG,3,mazzerbo,48,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
