,move,correct,movementTime,soccerTeam,game,phase,playerAlias,totalCorrect,groupCode,sequExecuted,optionChosen
0,1,false,36.514160,PDM,JG,3,P22363,70,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
1,2,false,1.499695,PDM,JG,3,P22363,70,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
2,3,false,1.599976,PDM,JG,3,P22363,70,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
3,4,false,1.449951,PDM,JG,3,P22363,70,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
4,5,false,1.066833,PDM,JG,3,P22363,70,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
5,6,TRUE,1.383362,PDM,JG,3,P22363,70,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
6,7,false,2.533020,PDM,JG,3,P22363,70,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
7,8,false,0.583008,PDM,JG,3,P22363,70,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
8,9,TRUE,1.916687,PDM,JG,3,P22363,70,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
9,10,TRUE,1.299866,PDM,JG,3,P22363,70,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
10,11,TRUE,0.849915,PDM,JG,3,P22363,70,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
11,12,TRUE,1.599426,PDM,JG,3,P22363,70,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
12,13,TRUE,0.583496,PDM,JG,3,P22363,70,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
13,14,TRUE,3.983826,PDM,JG,3,P22363,70,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
