,move,correct,movementTime,soccerTeam,game,phase,playerAlias,totalCorrect,groupCode,sequExecuted,optionChosen
0,1,false,1.132324,PDM,JG,2,testversao3,9,PDM2018,20120120120,1
1,2,false,0.383270,PDM,JG,2,testversao3,9,PDM2018,20120120120,1
2,3,TRUE,0.883316,PDM,JG,2,testversao3,9,PDM2018,20120120120,1
3,4,TRUE,1.133179,PDM,JG,2,testversao3,9,PDM2018,20120120120,2
4,5,TRUE,0.449692,PDM,JG,2,testversao3,9,PDM2018,20120120120,0
5,6,TRUE,0.733048,PDM,JG,2,testversao3,9,PDM2018,20120120120,1
6,7,TRUE,0.550034,PDM,JG,2,testversao3,9,PDM2018,20120120120,2
7,8,TRUE,0.299896,PDM,JG,2,testversao3,9,PDM2018,20120120120,0
8,9,TRUE,0.016678,PDM,JG,2,testversao3,9,PDM2018,20120120120,1
9,10,TRUE,1.666443,PDM,JG,2,testversao3,9,PDM2018,20120120120,2
10,11,TRUE,0.333191,PDM,JG,2,testversao3,9,PDM2018,20120120120,0
