,move,correct,movementTime,soccerTeam,game,phase,playerAlias,totalCorrect,groupCode,sequExecuted,optionChosen
0,1,false,41.514530,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
1,2,false,1.416382,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
2,3,false,1.983276,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
3,4,false,2.366577,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
4,5,false,1.599487,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
5,6,false,2.266602,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
6,7,false,1.966309,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
7,8,TRUE,0.983276,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
8,9,TRUE,3.166260,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
9,10,false,3.899780,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
10,11,false,1.533203,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
11,12,TRUE,1.416382,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
12,13,false,2.599854,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
13,14,false,4.183228,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
14,15,false,1.233032,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
15,16,false,1.216553,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
16,17,false,1.483154,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
17,18,false,0.731812,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
18,19,false,1.133423,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
19,20,false,0.016602,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
20,21,TRUE,3.466309,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
21,22,false,3.383301,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
22,23,TRUE,3.583252,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
23,24,false,2.283081,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
24,25,TRUE,11.249270,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
25,26,TRUE,36.465330,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
26,27,false,1.549683,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
27,28,false,2.666748,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
28,29,TRUE,1.033081,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
29,30,false,2.733154,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
30,31,false,1.733154,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
31,32,TRUE,1.383789,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
32,33,false,1.333252,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
33,34,false,0.449829,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
34,35,false,0.799072,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
35,36,TRUE,1.783813,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
36,37,false,3.316284,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
37,38,false,3.183228,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
38,39,false,1.483276,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
39,40,TRUE,1.433105,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
40,41,false,2.832886,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
41,42,TRUE,1.233154,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
42,43,TRUE,1.599854,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
43,44,TRUE,0.867676,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
44,45,TRUE,2.982910,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
45,46,false,4.316528,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
46,47,false,2.766357,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
47,48,TRUE,0.100342,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
48,49,false,4.182739,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
49,50,false,1.849854,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
50,51,false,3.766479,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
51,52,false,0.500244,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
52,53,TRUE,2.600586,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
53,54,TRUE,2.866455,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
54,55,TRUE,1.150024,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
55,56,TRUE,1.266479,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
56,57,false,0.833130,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
57,58,TRUE,1.383179,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
58,59,TRUE,1.599731,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
59,60,TRUE,1.833252,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
60,61,false,4.483398,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
61,62,false,20.249020,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
62,63,false,5.032715,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
63,64,false,1.516602,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
64,65,false,0.066406,PDM,JG,3,P64382,37,PDM2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
