,move,correct,movementTime,soccerTeam,game,phase,playerAlias,totalCorrect,groupCode,sequExecuted,optionChosen
0,1,false,75.876970,PDE,AQ,0,P78215,9,PDE2018,10012112101,0
1,2,false,10.666080,PDE,AQ,0,P78215,9,PDE2018,10012112101,2
2,3,TRUE,19.148610,PDE,AQ,0,P78215,9,PDE2018,10012112101,0
3,4,TRUE,8.116364,PDE,AQ,0,P78215,9,PDE2018,10012112101,1
4,5,TRUE,5.016357,PDE,AQ,0,P78215,9,PDE2018,10012112101,2
5,6,TRUE,4.066559,PDE,AQ,0,P78215,9,PDE2018,10012112101,1
6,7,TRUE,3.066528,PDE,AQ,0,P78215,9,PDE2018,10012112101,1
7,8,TRUE,3.016571,PDE,AQ,0,P78215,9,PDE2018,10012112101,2
8,9,TRUE,2.799774,PDE,AQ,0,P78215,9,PDE2018,10012112101,1
9,10,TRUE,3.949799,PDE,AQ,0,P78215,9,PDE2018,10012112101,0
10,11,TRUE,13.065980,PDE,AQ,0,P78215,9,PDE2018,10012112101,1
