,move,correct,movementTime,soccerTeam,game,phase,playerAlias,totalCorrect,groupCode,sequExecuted,optionChosen
0,1,TRUE,3.749268,PDM,JM,0,P64382,12,PDM2018,020202020202,0
1,2,TRUE,2.033203,PDM,JM,0,P64382,12,PDM2018,020202020202,2
2,3,TRUE,0.982910,PDM,JM,0,P64382,12,PDM2018,020202020202,0
3,4,TRUE,1.099854,PDM,JM,0,P64382,12,PDM2018,020202020202,2
4,5,TRUE,0.933350,PDM,JM,0,P64382,12,PDM2018,020202020202,0
5,6,TRUE,0.066406,PDM,JM,0,P64382,12,PDM2018,020202020202,2
6,7,TRUE,0.216553,PDM,JM,0,P64382,12,PDM2018,020202020202,0
7,8,TRUE,2.133789,PDM,JM,0,P64382,12,PDM2018,020202020202,2
8,9,TRUE,1.033447,PDM,JM,0,P64382,12,PDM2018,020202020202,0
9,10,TRUE,1.016602,PDM,JM,0,P64382,12,PDM2018,020202020202,2
10,11,TRUE,0.066406,PDM,JM,0,P64382,12,PDM2018,020202020202,0
11,12,TRUE,0.399902,PDM,JM,0,P64382,12,PDM2018,020202020202,2
