,move,correct,movementTime,soccerTeam,game,phase,playerAlias,totalCorrect,groupCode,sequExecuted,optionChosen
0,1,TRUE,2.965454,PDA,JM,0,P43785,14,PDA2018,102222201020102010,1
1,2,TRUE,2.483154,PDA,JM,0,P43785,14,PDA2018,102222201020102010,0
2,3,false,3.749512,PDA,JM,0,P43785,14,PDA2018,102222201020102010,0
3,4,false,1.516602,PDA,JM,0,P43785,14,PDA2018,102222201020102010,0
4,5,false,2.015625,PDA,JM,0,P43785,14,PDA2018,102222201020102010,1
5,6,false,17.832520,PDA,JM,0,P43785,14,PDA2018,102222201020102010,1
6,7,TRUE,11.115840,PDA,JM,0,P43785,14,PDA2018,102222201020102010,2
7,8,TRUE,1.799805,PDA,JM,0,P43785,14,PDA2018,102222201020102010,0
8,9,TRUE,1.466187,PDA,JM,0,P43785,14,PDA2018,102222201020102010,1
9,10,TRUE,0.482544,PDA,JM,0,P43785,14,PDA2018,102222201020102010,0
10,11,TRUE,1.150757,PDA,JM,0,P43785,14,PDA2018,102222201020102010,2
11,12,TRUE,0.749756,PDA,JM,0,P43785,14,PDA2018,102222201020102010,0
12,13,TRUE,0.416016,PDA,JM,0,P43785,14,PDA2018,102222201020102010,1
13,14,TRUE,1.682617,PDA,JM,0,P43785,14,PDA2018,102222201020102010,0
14,15,TRUE,0.633057,PDA,JM,0,P43785,14,PDA2018,102222201020102010,2
15,16,TRUE,1.599731,PDA,JM,0,P43785,14,PDA2018,102222201020102010,0
16,17,TRUE,2.399902,PDA,JM,0,P43785,14,PDA2018,102222201020102010,1
17,18,TRUE,3.083008,PDA,JM,0,P43785,14,PDA2018,102222201020102010,0
