,move,correct,movementTime,soccerTeam,game,phase,playerAlias,totalCorrect,groupCode,sequExecuted,optionChosen
0,1,false,47.413510,PDM,JG,2,P62564,12,PDM2018,20120120120120,0
1,2,TRUE,3.932800,PDM,JG,2,P62564,12,PDM2018,20120120120120,0
2,3,TRUE,1.266510,PDM,JG,2,P62564,12,PDM2018,20120120120120,1
3,4,TRUE,1.833069,PDM,JG,2,P62564,12,PDM2018,20120120120120,2
4,5,false,0.383301,PDM,JG,2,P62564,12,PDM2018,20120120120120,1
5,6,TRUE,1.666931,PDM,JG,2,P62564,12,PDM2018,20120120120120,1
6,7,TRUE,0.949524,PDM,JG,2,P62564,12,PDM2018,20120120120120,2
7,8,TRUE,0.333313,PDM,JG,2,P62564,12,PDM2018,20120120120120,0
8,9,TRUE,2.649963,PDM,JG,2,P62564,12,PDM2018,20120120120120,1
9,10,TRUE,0.699707,PDM,JG,2,P62564,12,PDM2018,20120120120120,2
10,11,TRUE,0.383240,PDM,JG,2,P62564,12,PDM2018,20120120120120,0
11,12,TRUE,2.249756,PDM,JG,2,P62564,12,PDM2018,20120120120120,1
12,13,TRUE,0.732300,PDM,JG,2,P62564,12,PDM2018,20120120120120,2
13,14,TRUE,2.066650,PDM,JG,2,P62564,12,PDM2018,20120120120120,0
