,move,correct,movementTime,soccerTeam,game,phase,playerAlias,totalCorrect,groupCode,sequExecuted,optionChosen
0,1,false,24.065020,PDA,JG,3,P44522,66,PDA2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
1,2,false,2.116699,PDA,JG,3,P44522,66,PDA2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
2,3,false,1.949890,PDA,JG,3,P44522,66,PDA2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
3,4,false,0.032730,PDA,JG,3,P44522,66,PDA2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
4,5,false,2.183136,PDA,JG,3,P44522,66,PDA2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
5,6,false,0.349854,PDA,JG,3,P44522,66,PDA2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
6,7,TRUE,2.749863,PDA,JG,3,P44522,66,PDA2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
7,8,TRUE,0.366180,PDA,JG,3,P44522,66,PDA2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
8,9,TRUE,0.782990,PDA,JG,3,P44522,66,PDA2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
9,10,TRUE,0.666275,PDA,JG,3,P44522,66,PDA2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
10,11,TRUE,1.883179,PDA,JG,3,P44522,66,PDA2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
11,12,TRUE,0.316315,PDA,JG,3,P44522,66,PDA2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
12,13,TRUE,0.099426,PDA,JG,3,P44522,66,PDA2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
13,14,TRUE,1.416214,PDA,JG,3,P44522,66,PDA2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
14,15,TRUE,0.382980,PDA,JG,3,P44522,66,PDA2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
15,16,TRUE,0.083862,PDA,JG,3,P44522,66,PDA2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
16,17,TRUE,3.182877,PDA,JG,3,P44522,66,PDA2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
17,18,TRUE,0.566254,PDA,JG,3,P44522,66,PDA2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
18,19,TRUE,0.400116,PDA,JG,3,P44522,66,PDA2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
19,20,TRUE,1.516022,PDA,JG,3,P44522,66,PDA2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
20,21,false,0.349609,PDA,JG,3,P44522,66,PDA2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
21,22,false,0.166504,PDA,JG,3,P44522,66,PDA2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
22,23,false,0.049622,PDA,JG,3,P44522,66,PDA2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
23,24,false,0.266815,PDA,JG,3,P44522,66,PDA2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
24,25,TRUE,1.566559,PDA,JG,3,P44522,66,PDA2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
25,26,TRUE,1.549744,PDA,JG,3,P44522,66,PDA2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
26,27,TRUE,0.299713,PDA,JG,3,P44522,66,PDA2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
27,28,TRUE,0.748444,PDA,JG,3,P44522,66,PDA2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
