,move,correct,movementTime,soccerTeam,game,phase,playerAlias,totalCorrect,groupCode,sequExecuted,optionChosen
0,1,false,5.663164,ELD,JG,1,P43660,9,ELD2018,102102102102,2
1,2,false,0.683125,ELD,JG,1,P43660,9,ELD2018,102102102102,2
2,3,false,0.866356,ELD,JG,1,P43660,9,ELD2018,102102102102,1
3,4,TRUE,0.866345,ELD,JG,1,P43660,9,ELD2018,102102102102,1
4,5,TRUE,0.699669,ELD,JG,1,P43660,9,ELD2018,102102102102,0
5,6,TRUE,0.583408,ELD,JG,1,P43660,9,ELD2018,102102102102,2
6,7,TRUE,1.067017,ELD,JG,1,P43660,9,ELD2018,102102102102,1
7,8,TRUE,0.583080,ELD,JG,1,P43660,9,ELD2018,102102102102,0
8,9,TRUE,0.532982,ELD,JG,1,P43660,9,ELD2018,102102102102,2
9,10,TRUE,1.082977,ELD,JG,1,P43660,9,ELD2018,102102102102,1
10,11,TRUE,1.099823,ELD,JG,1,P43660,9,ELD2018,102102102102,0
11,12,TRUE,0.883080,ELD,JG,1,P43660,9,ELD2018,102102102102,2
