,move,correct,movementTime,soccerTeam,game,phase,playerAlias,totalCorrect,groupCode,sequExecuted,optionChosen
0,1,false,1.597832,PDM,JG,1,yani2408,9,PDM2018,1021021021,2
1,2,TRUE,0.733299,PDM,JG,1,yani2408,9,PDM2018,1021021021,0
2,3,TRUE,0.616554,PDM,JG,1,yani2408,9,PDM2018,1021021021,2
3,4,TRUE,0.016655,PDM,JG,1,yani2408,9,PDM2018,1021021021,1
4,5,TRUE,0.150406,PDM,JG,1,yani2408,9,PDM2018,1021021021,0
5,6,TRUE,0.533035,PDM,JG,1,yani2408,9,PDM2018,1021021021,2
6,7,TRUE,0.366455,PDM,JG,1,yani2408,9,PDM2018,1021021021,1
7,8,TRUE,0.232895,PDM,JG,1,yani2408,9,PDM2018,1021021021,0
8,9,TRUE,0.266678,PDM,JG,1,yani2408,9,PDM2018,1021021021,2
9,10,TRUE,0.050705,PDM,JG,1,yani2408,9,PDM2018,1021021021,1
