playerAlias,Ceni
gender,M
age,18
education,Fundamental Completo
destro,D
totalPlays,40
totalCorrect,33
successRate,1
playId,Ceni,8112016,131820
stageID,grupo1-v2
resultInt,optionChosenInt,correct, time
2,0,False,3,116745
0,0,True,3,132831
0,0,True,2,782673
1,1,True,2,84988
0,2,False,2,782541
2,0,False,2,900832
2,0,False,2,499312
1,1,True,4,183712
0,2,False,10,58297
2,0,False,5,815675
2,2,True,0,4334021
1,1,True,2,649202
0,2,False,2,516126
2,2,True,1,94932
2,2,True,0,7487478
1,1,True,2,283464
0,0,True,7,349962
2,2,True,2,815202
2,2,True,2,650273
1,1,True,2,13412
0,0,True,2,716166
2,2,True,2,366859
2,2,True,2,933238
1,1,True,1,966588
0,0,True,2,615722
2,2,True,2,11611
2,2,True,2,316055
1,1,True,1,783791
0,0,True,2,549158
2,2,True,2,399888
2,2,True,6,248683
1,1,True,2,616294
0,0,True,4,18218
2,2,True,5,532636
2,2,True,0,8839381
1,1,True,5,766151
0,0,True,2,89885
2,2,True,5,666868
2,2,True,6,615079
1,1,True,0,6989951
