playerAlias,estrela
gender,M
age,21
education,Fundamental Completo
destro,D
totalPlays,40
totalCorrect,33
successRate,1
playId,estrela,8112016,132233
stageID,grupo1-v2
resultInt,optionChosenInt,correct, time
2,0,False,5,166438
0,2,False,0,6834011
0,0,True,3,13336
1,2,False,4,383088
0,2,False,3,516586
2,2,True,10,78286
2,0,False,2,083484
1,1,True,26,21555
0,0,True,20,4824
2,0,False,1,316566
2,2,True,27,31538
1,1,True,3,466515
0,0,True,0,7668049
2,2,True,4,266496
2,2,True,0,03334689
1,1,True,4,299623
0,0,True,0,3501801
2,2,True,0,39993
2,2,True,0,1833711
1,1,True,3,033334
0,0,True,4,166405
2,2,True,8,999785
2,0,False,3,466622
1,1,True,28,16562
0,0,True,0,3168261
2,2,True,0,7500498
2,2,True,0,1832321
1,1,True,0,08295798
0,0,True,1,11672
2,2,True,1,066538
2,2,True,0,01686597
1,1,True,0,1832759
0,0,True,0,06675386
2,2,True,0,266485
2,2,True,0,05005789
1,1,True,0,3834729
0,0,True,71,54718
2,2,True,0,03348708
2,2,True,0,283216
1,1,True,2,833109
