playerAlias,Murilo
gender,M
age,21
education,Superior Incompleto
destro,D
totalPlays,60
totalCorrect,56
successRate,1
playId,Murilo,8112016,131937
stageID,grupo1-v3
resultInt,optionChosenInt,correct, time
0,2,False,5,128668
2,0,False,2,266901
0,1,False,1,432501
0,2,False,2,749539
2,2,True,0,9822018
0,0,True,4,367065
0,0,True,5,834058
2,2,True,4,2837
0,0,True,14,81707
0,0,True,5,932425
2,2,True,0,4495211
0,0,True,0,6833119
0,0,True,0,316402
2,2,True,18,91648
0,0,True,0,766747
0,0,True,0,267956
2,2,True,0,4825649
0,0,True,0,265487
0,0,True,0,333523
2,2,True,5,067235
0,0,True,19,9166
0,0,True,0,4325578
2,2,True,2,483595
0,0,True,0,333035
0,0,True,0,2674291
2,2,True,0,384407
0,0,True,0,2167451
0,0,True,0,3170311
2,2,True,0,3493559
0,0,True,0,4172671
0,0,True,0,3167641
2,2,True,0,4999051
0,0,True,3,283227
0,0,True,2,215229
2,2,True,3,099897
0,0,True,5,683591
0,0,True,0,4672308
2,2,True,2,283247
0,0,True,0,3327379
0,0,True,0,583415
2,2,True,3,917178
0,0,True,2,049697
0,0,True,0,383343
2,2,True,5,29933
0,0,True,12,75079
0,0,True,1,76603
2,2,True,4,717125
0,0,True,5,399802
0,0,True,45,71561
2,2,True,3,699878
0,0,True,3,217191
0,0,True,0,483305
2,2,True,1,982295
0,0,True,7,066926
0,0,True,1,333666
2,2,True,1,48303
0,0,True,0,617228
0,0,True,3,800846
2,2,True,1,583377
0,0,True,3,516705
