playerAlias,Beca
gender,F
age,20
education,Funcamental Completo
destro,C
totalPlays,60
totalCorrect,52
successRate,1
playId,Beca,8112016,134010
stageID,grupo1-v3
resultInt,optionChosenInt,correct, time
0,2,False,2,295736
2,0,False,4,283278
0,1,False,1,332882
0,2,False,1,449842
2,0,False,1,482614
0,1,False,6,233297
0,2,False,8,016211
2,2,True,0,6499691
0,0,True,12,78228
0,0,True,0,8178651
2,2,True,0,53316
0,0,True,1,399567
0,0,True,3,049981
2,2,True,2,416317
0,0,True,1,617758
0,0,True,6,867035
2,2,True,1,750284
0,0,True,1,998987
0,0,True,1,500225
2,2,True,1,067199
0,0,True,1,366755
0,0,True,2,433466
2,2,True,0,61728
0,0,True,2,067854
0,0,True,1,916964
2,2,True,2,166346
0,0,True,1,883351
0,2,False,1,816445
2,2,True,2,283324
0,0,True,0,632844
0,0,True,0,816669
2,2,True,2,100518
0,0,True,0,6667559
0,0,True,1,766306
2,2,True,3,432416
0,0,True,2,100143
0,0,True,1,916824
2,2,True,2,06715
0,0,True,5,448651
0,0,True,2,584162
2,2,True,2,733038
0,0,True,2,833343
0,0,True,2,449763
2,2,True,1,450174
0,0,True,1,067594
0,0,True,2,649741
2,2,True,2,315884
0,0,True,1,80077
0,0,True,2,034236
2,2,True,2,234235
0,0,True,2,73343
0,0,True,2,467541
2,2,True,1,517313
0,0,True,2,150002
0,0,True,1,483566
2,2,True,2,633565
0,0,True,3,183077
0,0,True,2,234594
2,2,True,2,666403
0,0,True,2,533858
