playerAlias,
gender,M
age,18
education,Superior Incompleto
destro,D
totalPlays,60
totalCorrect,52
successRate,1
playId,,8112016,125650
stageID,grupo1-v3
resultInt,optionChosenInt,correct, time
0,1,False,5,188536
2,1,False,2,11681
0,1,False,4,150854
0,1,False,1,566277
2,1,False,3,300632
0,2,False,6,667571
0,2,False,22,06616
2,2,True,1,198545
0,0,True,64,53153
0,0,True,3,765229
2,2,True,4,91639
0,0,True,3,182582
0,0,True,3,065687
2,2,True,0,9161389
0,0,True,4,182482
0,0,True,2,150086
2,2,True,0,98312
0,0,True,4,167343
0,0,True,3,366601
2,0,False,2,416524
0,0,True,12,03318
0,0,True,8,599313
2,2,True,3,715987
0,0,True,8,231501
0,0,True,1,234638
2,2,True,0,581881
0,0,True,1,016329
0,0,True,0,5322111
2,2,True,0,4167659
0,0,True,0,4503798
0,0,True,8,849991
2,2,True,0,3175151
0,0,True,0,26682
0,0,True,0,3329561
2,2,True,0,3498909
0,0,True,0,01668692
0,0,True,2,8982
2,2,True,0,8678119
0,0,True,2,233699
0,0,True,0,9168832
2,2,True,0,7330849
0,0,True,1,416689
0,0,True,0,5491991
2,2,True,0,366833
0,0,True,0,283381
0,0,True,0,3667719
2,2,True,0,316381
0,0,True,0,833673
0,0,True,0,9331031
2,2,True,0,4339259
0,0,True,0,5664089
0,0,True,0,7651381
2,2,True,0,3836682
0,0,True,0,6501932
0,0,True,3,833214
2,2,True,3,683507
0,0,True,0,5343289
0,0,True,0,6160159
2,2,True,0,4150579
0,0,True,2,900965
