playerAlias,cakauf
gender,M
age,18
education,Superior Incompleto
destro,D
totalPlays,40
totalCorrect,32
successRate,1
playId,cakauf,8112016,125417
stageID,grupo1-v2
resultInt,optionChosenInt,correct, time
2,2,True,59,66575
0,1,False,2,782254
0,2,False,8,398282
1,1,True,4,132652
0,2,False,8,699399
2,2,True,7,048585
2,2,True,3,383122
1,1,True,6,382236
0,0,True,18,34974
2,0,False,2,316338
2,2,True,28,53194
1,1,True,58,23075
0,2,False,24,44838
2,0,False,1,449446
2,2,True,6,583359
1,1,True,4,533265
0,0,True,7,465393
2,2,True,5,116161
2,2,True,2,799886
1,1,True,2,232746
0,2,False,4,015769
2,2,True,2,516362
2,2,True,3,765483
1,1,True,3,032165
0,2,False,4,883421
2,2,True,3,433192
2,2,True,2,71565
1,1,True,3,065716
0,0,True,2,616934
2,2,True,2,283236
2,2,True,1,417303
1,1,True,3,200869
0,0,True,2,78269
2,2,True,2,517522
2,2,True,3,00046
1,1,True,2,899156
0,0,True,3,999537
2,2,True,2,099987
2,2,True,0,5657969
1,1,True,2,699216
