playerAlias,Emmanuelle
gender,F
age,21
education,Superior Incompleto
destro,D
totalPlays,61
totalCorrect,47
successRate,1
playId,Emmanuelle,8112016,123519
stageID,grupo1-v3
resultInt,optionChosenInt,correct, time
0,2,False,4,481323
2,0,False,0,666286
0,1,False,1,799572
0,2,False,0,433259
2,0,False,0,4669609
0,0,True,1,167158
0,2,False,8,066409
2,2,True,0,416033
0,0,True,3,517296
0,2,False,1,550071
2,2,True,1,267729
0,2,False,0,934021
0,0,True,1,981716
2,0,False,1,149944
0,2,False,0,8497679
0,2,False,1,950048
2,2,True,1,398495
0,2,False,2,316986
0,0,True,0,383683
2,0,False,1,150786
0,2,False,16,88312
0,0,True,6,8994
2,2,True,1,166656
0,0,True,1,100227
0,0,True,1,93347
2,2,True,0,9479909
0,0,True,0,8162539
0,0,True,1,033827
2,2,True,0,01673007
0,0,True,7,16743
0,0,True,1,583349
2,2,True,0,383445
0,0,True,0,3676081
0,0,True,3,018231
2,2,True,0,150326
0,0,True,1,133814
0,0,True,1,23335
2,2,True,1,599862
0,0,True,0,8166778
0,0,True,0,7014089
2,2,True,1,150655
0,0,True,0,300081
0,0,True,0,4487579
2,2,True,0,450865
0,0,True,0,8504641
0,0,True,0,2830012
2,2,True,0,2498162
0,0,True,1,333855
0,0,True,0,5003121
2,2,True,2,699571
0,0,True,1,883389
0,0,True,9,165248
2,2,True,2,018421
0,0,True,2,666699
0,0,True,0,550123
2,2,True,0,7006521
0,0,True,1,298622
0,0,True,0,033108
2,2,True,0,1666639
0,0,True,0,1492519
0,0,True,0
