playerAlias,
gender,M
age,
education,Superior Incompleto
destro,C
totalPlays,40
totalCorrect,32
successRate,1
playId,,8112016,121941
stageID,grupo1-v2
resultInt,optionChosenInt,correct, time
2,2,True,2,566228
0,0,True,1,931574
0,1,False,0,4999089
1,0,False,0,6837559
0,2,False,3,9171
2,1,False,1,566992
2,0,False,3,049823
1,0,False,7,199411
0,1,False,1,050146
2,2,True,1,73291
2,2,True,2,200063
1,1,True,7,718061
0,0,True,1,183784
2,2,True,1,116669
2,2,True,0,783668
1,0,False,1,733656
0,0,True,0,7165451
2,2,True,1,316691
2,2,True,0,5990951
1,1,True,3,049755
0,0,True,3,383077
2,2,True,2,299733
2,2,True,4,047919
1,1,True,3,033696
0,0,True,3,150498
2,2,True,1,451243
2,2,True,3,53324
1,1,True,6,450901
0,0,True,3,33297
2,2,True,1,115973
2,2,True,0,6496789
1,1,True,1,666415
0,0,True,2,350177
2,2,True,3,15158
2,2,True,0,9830499
1,1,True,2,749864
0,0,True,2,032927
2,2,True,0,7668841
2,2,True,0,1831479
1,1,True,0,284055
