playerAlias,Ney
gender,M
age,18
education,Superior Incompleto
destro,D
totalPlays,40
totalCorrect,35
successRate,1
playId,Ney,8112016,131845
stageID,grupo2-v2
resultInt,optionChosenInt,correct, time
2,2,True,3,450103
2,1,False,3,882553
2,2,True,2,848754
1,2,False,3,533462
0,1,False,2,450305
2,2,True,3,582557
2,2,True,2,315833
1,2,False,4,083259
0,0,True,7,265526
2,2,True,3,09938
2,1,False,3,199873
1,1,True,1,799376
0,0,True,2,565994
2,2,True,3,265531
2,2,True,2,766832
1,1,True,3,216636
0,0,True,2,432009
2,2,True,2,583535
2,2,True,4,265563
1,1,True,4,05005
0,0,True,2,93236
2,2,True,2,266263
2,2,True,3,249164
1,1,True,3,500177
0,0,True,3,166005
2,2,True,2,78319
2,2,True,4,44939
1,1,True,1,848809
0,0,True,3,132249
2,2,True,3,267194
2,2,True,2,699984
1,1,True,2,216281
0,0,True,3,615708
2,2,True,2,283177
2,2,True,3,200486
1,1,True,2,582455
0,0,True,2,233289
2,2,True,3,282502
2,2,True,3,015957
1,1,True,4,43287
