playerAlias,Iane
gender,F
age,21
education,Superior Incompleto
destro,D
totalPlays,60
totalCorrect,49
successRate,1
playId,Iane,8112016,134229
stageID,grupo1-v3
resultInt,optionChosenInt,correct, time
0,0,True,47,82963
2,1,False,3,932231
0,1,False,3,283289
0,2,False,8,11613
2,1,False,3,599678
0,2,False,1,116348
0,0,True,20,8172
2,2,True,2,384031
0,0,True,2,300408
0,1,False,6,850607
2,0,False,1,683143
0,0,True,2,050055
0,2,False,2,950191
2,2,True,2,434298
0,0,True,1,016702
0,0,True,14,43322
2,2,True,2,933243
0,0,True,2,866218
0,2,False,4,09982
2,2,True,17,40052
0,0,True,3,233173
0,0,True,2,217424
2,2,True,0,6834681
0,0,True,2,866337
0,0,True,2,166142
2,2,True,2,749812
0,0,True,3,916133
0,0,True,3,466564
2,2,True,10,18317
0,0,True,1,901078
0,0,True,2,066711
2,2,True,5,632957
0,0,True,2,900437
0,0,True,2,999634
2,2,True,1,983768
0,0,True,2,183089
0,0,True,3,249433
2,2,True,1,500099
0,0,True,6,199231
0,0,True,3,132635
2,2,True,2,366066
0,0,True,4,016651
0,0,True,2,217037
2,2,True,2,382989
0,2,False,3,166699
0,1,False,0,8996391
2,2,True,1,583691
0,0,True,2,333806
0,0,True,2,71579
2,2,True,4,099198
0,0,True,2,232747
0,0,True,2,332551
2,2,True,1,916527
0,0,True,4,866653
0,0,True,2,95006
2,2,True,2,716695
0,0,True,2,166338
0,0,True,1,816023
2,2,True,2,632825
0,0,True,3,533363
