playerAlias,Rojas
gender,M
age,29
education,Superior Incompleto
destro,D
totalPlays,16
totalCorrect,6
successRate,0,4
playId,Rojas,8112016,125225
stageID,nivel1-v1
resultInt,optionChosenInt,correct, time
2,1,False,5,066237
1,1,True,3,032396
0,1,False,3,017816
2,0,False,2,315349
1,1,True,3,016423
0,2,False,2,650064
2,0,False,2,117007
1,2,False,1,434005
0,1,False,2,550086
2,1,False,3,032726
1,1,True,1,449736
0,0,True,2,883339
2,1,False,3,033243
1,1,True,2,901142
0,0,True,2,75036
2,1,False,3,017264
