playerAlias,
gender,M
age,
education,Fundamental Completo
destro,D
totalPlays,60
totalCorrect,55
successRate,1
playId,,8112016,13920
stageID,grupo1-v3
resultInt,optionChosenInt,correct, time
0,1,False,6,509403
2,1,False,2,36679
0,1,False,0,8999269
0,2,False,1,100124
2,0,False,17,28269
0,0,True,5,783012
0,0,True,9,532967
2,2,True,2,016594
0,0,True,0,5502591
0,0,True,6,73313
2,2,True,0,7166221
0,0,True,0,3000438
0,0,True,0,3834231
2,2,True,0,7664781
0,0,True,0,500011
0,0,True,0,4334061
2,2,True,0,283267
0,0,True,0,3666739
0,0,True,0,766748
2,2,True,0,3667159
0,0,True,0,316539
0,0,True,0,4166338
2,2,True,0,4002061
0,0,True,0,166748
0,0,True,0,36655
2,2,True,0,8167491
0,0,True,1,533277
0,0,True,0,5167131
2,2,True,0,2665021
0,0,True,0,3000751
0,0,True,1,283286
2,2,True,0,3997679
0,0,True,0,3001599
0,0,True,0,4665029
2,2,True,0,733268
0,0,True,3,299845
0,0,True,0,383255
2,2,True,0,333276
0,0,True,0,116812
0,0,True,0,383302
2,2,True,1,63329
0,0,True,2,366651
0,0,True,0,3668571
2,2,True,3,183079
0,0,True,0,5333619
0,0,True,3,966551
2,2,True,1,699924
0,0,True,0,3999498
0,0,True,0,583499
2,2,True,0,3335149
0,0,True,0,43343
0,0,True,0,3666449
2,2,True,3,883428
0,0,True,0,2332342
0,0,True,0,500205
2,2,True,0,2998071
0,0,True,0,41659
0,0,True,0,299963
2,2,True,0,46668
0,0,True,1,400134
