playerAlias,
gender,F
age,
education,Fundamental Completo
destro,D
totalPlays,40
totalCorrect,16
successRate,1
playId,,8112016,131217
stageID,grupo2-v2
resultInt,optionChosenInt,correct, time
2,2,True,5,583792
2,1,False,4,366466
2,1,False,1,449897
1,0,False,1,399463
0,0,True,1,699254
2,2,True,3,783296
2,1,False,4,515622
1,2,False,0,932997
0,1,False,0,9662011
2,1,False,3,43386
2,1,False,0,9659119
1,2,False,1,016872
0,1,False,1,599582
2,0,False,1,649035
2,2,True,1,582933
1,2,False,5,416056
0,1,False,2,082761
2,0,False,3,733411
2,1,False,2,748148
1,1,True,1,732288
0,2,False,4,049425
2,0,False,1,116439
2,0,False,0,865973
1,2,False,1,050317
0,1,False,1,000649
2,0,False,0,966547
2,2,True,1,016645
1,2,False,4,216963
0,1,False,0,666152
2,0,False,13,56666
2,2,True,1,266461
1,1,True,2,949374
0,0,True,3,600053
2,2,True,4,1836
2,2,True,0,7003379
1,1,True,3,999605
0,0,True,2,016684
2,2,True,2,51634
2,2,True,3,916051
1,1,True,0,666899
