playerAlias,Kelvinsl
gender,M
age,18
education,Superior Incompleto
destro,D
totalPlays,60
totalCorrect,56
successRate,0,9
playId,Kelvinsl,8112016,125858
stageID,grupo1-v3
resultInt,optionChosenInt,correct, time
0,0,True,4,852358
2,2,True,2,766681
0,1,False,2,864824
0,1,False,1,566124
2,2,True,1,084138
0,0,True,2,567192
0,0,True,2,866725
2,2,True,10,86651
0,0,True,2,049714
0,0,True,9,049782
2,2,True,2,482848
0,0,True,2,883474
0,0,True,2,433144
2,2,True,4,216991
0,0,True,2,750085
0,0,True,2,283103
2,2,True,3,066653
0,0,True,2,915436
0,0,True,2,283376
2,2,True,2,883405
0,0,True,2,699015
0,0,True,2,383344
2,2,True,2,749855
0,0,True,3,100166
0,0,True,3,066659
2,2,True,2,633627
0,0,True,2,201824
0,0,True,2,283442
2,2,True,2,833598
0,2,False,2,649739
0,0,True,3,917605
2,2,True,2,650562
0,0,True,2,331963
0,0,True,0,8166549
2,2,True,2,266719
0,0,True,2,09999
0,0,True,3,200574
2,2,True,1,465813
0,0,True,2,649378
0,0,True,2,199905
2,2,True,0,565501
0,0,True,2,666411
0,0,True,1,000111
2,2,True,2,115732
0,0,True,2,05102
0,0,True,1,883562
2,2,True,2,133038
0,0,True,2,149914
0,0,True,2,150569
2,2,True,2,316235
0,0,True,0,9507091
0,0,True,2,115946
2,2,True,2,433089
0,0,True,2,816717
0,2,False,1,950034
2,2,True,2,816695
0,0,True,2,316164
0,0,True,1,917321
2,2,True,2,200709
0,0,True,2,266837
