playerAlias,Roberto
gender,M
age,22
education,Superior Incompleto
destro,D
totalPlays,40
totalCorrect,33
successRate,1
playId,Roberto,8112016,12351
stageID,grupo1-v2
resultInt,optionChosenInt,correct, time
2,2,True,2,900405
0,0,True,2,465604
0,1,False,0,6333411
1,2,False,1,649997
0,2,False,3,950226
2,2,True,1,666639
2,0,False,0,8332281
1,0,False,4,733174
0,2,False,30,7658
2,2,True,1,88447
2,2,True,6,449995
1,1,True,0,349545
0,2,False,11,33307
2,2,True,1,566493
2,2,True,3,499267
1,1,True,1,067531
0,0,True,1,749905
2,2,True,1,283258
2,2,True,2,09961
1,1,True,0,8166211
0,0,True,2,16639
2,2,True,0,3663192
2,2,True,1,599694
1,1,True,0,2839031
0,0,True,3,400118
2,2,True,0,599956
2,2,True,2,598834
1,1,True,2,01694
0,0,True,2,566239
2,2,True,7,383573
2,2,True,0,716922
1,1,True,0,4837871
0,0,True,0,8332989
2,2,True,0,3667331
2,2,True,0,767221
1,1,True,0,783442
0,0,True,0,4666021
2,2,True,0,4169919
2,2,True,0,4499218
1,1,True,0,3166552
