playerAlias,
gender,M
age,
education,Superior Incompleto
destro,D
totalPlays,20
totalCorrect,19
successRate,1
playId,,8112016,124651
stageID,nivel1-v1
resultInt,optionChosenInt,correct, time
0,2,False,2,166896
2,2,True,7,266377
1,1,True,0,6156619
0,0,True,8,550253
2,2,True,23,78281
1,1,True,1,799821
0,0,True,0,9008338
2,2,True,0,349997
1,1,True,3,682719
0,0,True,0,416055
2,2,True,2,266373
1,1,True,0,5838468
0,0,True,0,4004641
2,2,True,6,050052
1,1,True,0,7499189
0,0,True,0,399905
2,2,True,0,3833709
1,1,True,0,3674121
0,0,True,2,631992
2,2,True,0,382993
