playerAlias,
gender,M
age,
education,Superior Incompleto
destro,D
totalPlays,40
totalCorrect,34
successRate,0,9
playId,,8112016,125320
stageID,grupo2-v2
resultInt,optionChosenInt,correct, time
2,2,True,1,433406
2,2,True,0,4332271
2,0,False,1,167238
1,1,True,1,766639
0,2,False,0,733408
2,2,True,1,651217
2,1,False,0,9335921
1,2,False,1,718109
0,0,True,2,001304
2,2,True,2,683982
2,2,True,0,3497548
1,1,True,4,551355
0,0,True,2,568226
2,2,True,1,134698
2,2,True,2,136284
1,1,True,0,867382
0,0,True,2,250813
2,2,True,0,950949
2,2,True,1,86755
1,1,True,2,484121
0,0,True,9,638139
2,2,True,1,316902
2,1,False,0,8505991
1,1,True,1,351932
0,0,True,1,517182
2,2,True,0,8154202
2,2,True,0,4504859
1,1,True,1,084777
0,0,True,2,700588
2,2,True,0,3000431
2,2,True,2,902333
1,1,True,1,099955
0,0,True,0,7335122
2,2,True,1,733074
2,1,False,1,450979
1,1,True,1,901269
0,0,True,1,36652
2,2,True,0,366739
2,2,True,0,9844172
1,1,True,0,8846319
