playerAlias,
gender,F
age,19
education,Fundamental Completo
destro,C
totalPlays,40
totalCorrect,35
successRate,1
playId,,8112016,134552
stageID,grupo2-v2
resultInt,optionChosenInt,correct, time
2,2,True,4,232393
2,2,True,4,134497
2,2,True,0,7828381
1,2,False,2,449264
0,1,False,1,584141
2,0,False,5,466444
2,2,True,0,8822188
1,2,False,0,999392
0,0,True,1,482841
2,2,True,4,400052
2,2,True,3,248844
1,2,False,3,950238
0,0,True,1,233484
2,2,True,2,483569
2,2,True,3,51616
1,1,True,2,533407
0,0,True,2,931932
2,2,True,2,849846
2,2,True,3,416519
1,1,True,2,983558
0,0,True,3,849471
2,2,True,4,81765
2,2,True,2,8173
1,1,True,3,066068
0,0,True,3,716823
2,2,True,2,066581
2,2,True,2,317136
1,1,True,0,7999489
0,0,True,3,86722
2,2,True,2,532624
2,2,True,2,866002
1,1,True,3,283734
0,0,True,3,382116
2,2,True,2,083035
2,2,True,2,099946
1,1,True,2,165655
0,0,True,3,549415
2,2,True,3,16605
2,2,True,2,099365
1,1,True,1,965941
