playerAlias,Wei
gender,M
age,20
education,Fundamental Completo
destro,D
totalPlays,40
totalCorrect,32
successRate,1
playId,Wei,8112016,13340
stageID,grupo1-v2
resultInt,optionChosenInt,correct, time
2,1,False,43,99955
0,1,False,3,415779
0,1,False,1,081753
1,1,True,2,749554
0,1,False,5,533087
2,1,False,9,533239
2,0,False,4,715921
1,0,False,13,43331
0,2,False,19,23261
2,2,True,3,516525
2,2,True,1,199605
1,1,True,2,366343
0,0,True,3,716267
2,2,True,2,299957
2,2,True,2,249905
1,1,True,0,7502761
0,0,True,3,682879
2,2,True,0,5498009
2,2,True,0,8330438
1,1,True,0,617161
0,0,True,3,799674
2,2,True,1,700389
2,2,True,1,150302
1,1,True,0,533515
0,0,True,7,349301
2,2,True,5,700052
2,2,True,0,3166339
1,1,True,0,5666821
0,0,True,0,933105
2,2,True,0,8165922
2,2,True,0,333323
1,1,True,0,333055
0,0,True,0,4489598
2,2,True,0,3337071
2,2,True,0,3343489
1,1,True,1,266861
0,0,True,2,916581
2,2,True,0,816819
2,2,True,0,299782
1,1,True,0,3997221
