playerAlias,MARI
gender,M
age,23
education,Superior Incompleto
destro,D
totalPlays,40
totalCorrect,28
successRate,1
playId,MARI,8112016,121959
stageID,grupo1-v2
resultInt,optionChosenInt,correct, time
2,2,True,2,567734
0,2,False,1,367333
0,1,False,0,8830662
1,2,False,0,933948
0,2,False,1,050097
2,1,False,1,083968
2,2,True,1,116991
1,0,False,0,715965
0,0,True,3,551449
2,2,True,2,883987
2,1,False,3,467702
1,2,False,2,533425
0,2,False,1,63434
2,2,True,2,150252
2,1,False,2,801045
1,2,False,1,233217
0,0,True,1,299967
2,2,True,2,750789
2,2,True,2,983559
1,2,False,2,766752
0,0,True,1,550322
2,2,True,2,550754
2,2,True,1,050246
1,1,True,0,8669829
0,0,True,3,701218
2,2,True,2,350885
2,2,True,1,366831
1,1,True,2,516848
0,0,True,3,450685
2,2,True,2,400812
2,2,True,3,783849
1,1,True,2,550809
0,0,True,2,966996
2,2,True,1,500814
2,2,True,2,267031
1,1,True,3,318032
0,0,True,4,117466
2,2,True,11,67028
2,2,True,2,400719
1,1,True,2,734342
