playerAlias,DoubleP
gender,M
age,18
education,Fundamental Completo
destro,D
totalPlays,40
totalCorrect,32
successRate,1
playId,DoubleP,8112016,131843
stageID,grupo2-v2
resultInt,optionChosenInt,correct, time
2,0,False,9,434115
2,0,False,24,9317
2,0,False,5,182998
1,1,True,10,39972
0,1,False,4,2001
2,0,False,1,749892
2,2,True,3,483364
1,2,False,2,482167
0,0,True,6,334053
2,2,True,24,36618
2,2,True,3,549227
1,1,True,2,64921
0,2,False,6,21663
2,2,True,2,332624
2,2,True,2,534061
1,1,True,6,282928
0,2,False,7,933413
2,2,True,2,815879
2,2,True,2,483311
1,1,True,3,783216
0,0,True,8,083094
2,2,True,2,850047
2,2,True,2,967472
1,1,True,3,183099
0,0,True,5,916062
2,2,True,3,683923
2,2,True,13,90006
1,1,True,3,167125
0,0,True,3,283319
2,2,True,2,999343
2,2,True,2,549768
1,1,True,3,633682
0,0,True,4,049589
2,2,True,2,650302
2,2,True,3,316596
1,1,True,6,849709
0,0,True,12,18374
2,2,True,2,43366
2,2,True,3,633242
1,1,True,2,383834
