playerAlias,Iane
gender,F
age,21
education,Superior Incompleto
destro,D
totalPlays,12
totalCorrect,11
successRate,0,9
playId,Iane,8112016,132925
stageID,grupo1-v1
resultInt,optionChosenInt,correct, time
2,2,True,6,683324
0,0,True,10,43307
1,2,False,9,333237
2,2,True,2,483578
0,0,True,3,798553
1,1,True,5,950217
2,2,True,4,16699
0,0,True,3,08362
1,1,True,3,53274
2,2,True,3,649854
0,0,True,2,732546
1,1,True,2,632845
