playerAlias,
gender,M
age,
education,Fundamental Completo
destro,D
totalPlays,3
totalCorrect,3
successRate,0,3
playId,,8112016,102359
stageID,nivel1-v1
resultInt,optionChosenInt,correct, time
0,0,True,1,246995
2,2,True,5,113332
1,1,True,2,382821
