playerAlias,LuisXV
gender,M
age,18
education,Superior Incompleto
destro,D
totalPlays,60
totalCorrect,51
successRate,1
playId,LuisXV,8112016,125149
stageID,grupo1-v3
resultInt,optionChosenInt,correct, time
0,1,False,19,45021
2,1,False,2,983865
0,1,False,0,467073
0,1,False,1,066991
2,1,False,1,916633
0,0,True,4,484228
0,2,False,0,867517
2,2,True,1,950474
0,0,True,2,533799
0,0,True,6,618608
2,2,True,11,13691
0,2,False,6,001119
0,0,True,5,435263
2,2,True,2,717133
0,0,True,33,37808
0,0,True,19,13897
2,2,True,2,149967
0,2,False,8,235455
0,0,True,25,89059
2,2,True,0,583637
0,0,True,0,5497029
0,0,True,2,266851
2,2,True,2,267078
0,2,False,2,900706
0,0,True,1,217514
2,2,True,1,317591
0,0,True,2,750853
0,0,True,0,6667421
2,2,True,0,7175779
0,0,True,45,09763
0,0,True,0,6335862
2,2,True,2,499936
0,0,True,2,733469
0,0,True,2,267562
2,2,True,2,967564
0,0,True,32,36051
0,0,True,2,749991
2,2,True,3,51726
0,0,True,3,084193
0,0,True,2,867327
2,2,True,3,133865
0,0,True,1,950484
0,0,True,3,151023
2,2,True,2,23378
0,0,True,1,90018
0,0,True,2,151267
2,2,True,3,534597
0,0,True,2,967871
0,0,True,3,250409
2,2,True,2,883676
0,0,True,2,200945
0,0,True,0,6169109
2,2,True,2,500977
0,0,True,2,100787
0,0,True,2,184168
2,2,True,3,000045
0,0,True,2,333764
0,0,True,3,217587
2,2,True,2,933711
0,0,True,2,750457
