playerAlias,
gender,M
age,70
education,Superior Completo
destro,D
totalPlays,60
totalCorrect,28
successRate,0,6
playId,,8112016,132147
stageID,grupo1-v3
resultInt,optionChosenInt,correct, time
0,1,False,2,274183
2,0,False,1,849194
0,1,False,1,665988
0,0,True,1,283841
2,2,True,2,31637
0,1,False,8,216131
0,2,False,1,482982
2,2,True,3,016173
0,2,False,5,33276
0,0,True,2,616675
2,0,False,2,766722
0,0,True,3,383039
0,2,False,4,132993
2,2,True,2,516
0,0,True,3,682722
0,0,True,0,9334199
2,2,True,4,949531
0,2,False,2,532771
0,0,True,2,233383
2,0,False,2,733403
0,2,False,3,282472
0,2,False,0,9998078
2,0,False,1,399627
0,0,True,2,066823
0,0,True,7,332121
2,2,True,2,916899
0,0,True,5,116148
0,2,False,2,866401
2,0,False,2,1172
0,0,True,1,100125
0,1,False,4,733216
2,2,True,1,116768
0,2,False,4,166888
0,0,True,0,8500049
2,2,True,5,133314
0,2,False,1,032803
0,2,False,0,8667262
2,0,False,1,166087
0,2,False,1,249646
0,0,True,0,900147
2,0,False,2,433272
0,2,False,1,183379
0,0,True,1,16738
2,0,False,2,399668
0,2,False,1,249859
0,2,False,0,783494
2,2,True,0,9326022
0,2,False,3,682266
0,0,True,1,766008
2,0,False,3,199774
0,2,False,2,133375
0,2,False,3,666414
2,2,True,0,866972
0,0,True,3,716302
0,0,True,4,416459
2,0,False,2,666725
0,0,True,4,166076
0,2,False,2,716064
2,2,True,1,883596
0,0,True,4,800148
