playerAlias,mari
gender,M
age,23
education,Superior Incompleto
destro,D
totalPlays,40
totalCorrect,33
successRate,1
playId,mari,8112016,122034
stageID,grupo1-v2
resultInt,optionChosenInt,correct, time
2,1,False,3,100648
0,0,True,3,083365
0,1,False,2,767399
1,0,False,20,1832
0,1,False,25,1662
2,0,False,3,098782
2,1,False,5,884426
1,1,True,2,049317
0,0,True,4,350132
2,0,False,2,765415
2,2,True,0,9675131
1,1,True,2,915203
0,0,True,3,049693
2,2,True,2,917082
2,2,True,2,933524
1,1,True,2,131447
0,0,True,2,783431
2,2,True,2,367699
2,2,True,3,450503
1,1,True,3,232932
0,0,True,4,165987
2,2,True,2,948714
2,2,True,3,050117
1,1,True,2,983445
0,0,True,3,699731
2,2,True,2,331967
2,2,True,2,982741
1,1,True,3,082802
0,0,True,3,198371
2,2,True,4,149577
2,2,True,2,849365
1,1,True,2,715904
0,0,True,2,949343
2,2,True,3,000767
2,2,True,3,116474
1,1,True,4,034322
0,0,True,3,116436
2,2,True,2,767478
2,2,True,3,016769
1,1,True,2,132736
