playerAlias,
gender,M
age,
education,Superior Incompleto
destro,C
totalPlays,35
totalCorrect,33
successRate,1
playId,,8112016,12125
stageID,nivel1-v1
resultInt,optionChosenInt,correct, time
0,0,True,4,650037
2,1,False,3,382937
1,1,True,1,767269
0,0,True,1,133499
2,2,True,2,350001
1,1,True,1,116859
0,0,True,4,265923
2,2,True,1,68346
1,1,True,3,249751
0,0,True,3,183441
2,2,True,3,734682
1,1,True,2,433205
0,0,True,4,817441
2,2,True,3,199353
1,1,True,1,200118
0,0,True,3,400863
2,2,True,0,8503401
1,1,True,0,5005128
0,0,True,2,483101
2,2,True,4,766348
1,1,True,13,64837
0,0,True,2,966258
2,2,True,11,99982
1,1,True,2,31732
0,1,False,15,11644
2,2,True,3,46557
1,1,True,1,615027
0,0,True,2,983408
2,2,True,3,550123
1,1,True,2,099815
0,0,True,4,266724
2,2,True,2,466546
1,1,True,0,5502372
0,0,True,5,283106
2,2,True,8,350421
