playerAlias,
gender,M
age,
education,Fundamental Completo
destro,D
totalPlays,40
totalCorrect,32
successRate,1
playId,,8112016,12352
stageID,grupo2-v2
resultInt,optionChosenInt,correct, time
2,2,True,4,200407
2,0,False,2,1169
2,0,False,2,282534
1,2,False,2,818451
0,1,False,0,8339109
2,0,False,1,982282
2,2,True,2,149936
1,2,False,3,034595
0,0,True,4,381698
2,2,True,20,11578
2,2,True,2,982662
1,2,False,2,882575
0,0,True,2,266915
2,2,True,2,831784
2,1,False,3,165889
1,1,True,3,181727
0,0,True,3,234002
2,2,True,2,282595
2,2,True,2,88293
1,1,True,2,399013
0,0,True,2,566208
2,2,True,2,56594
2,2,True,3,215876
1,1,True,2,649202
0,0,True,2,615117
2,2,True,4,999548
2,2,True,6,683882
1,1,True,3,716661
0,0,True,4,265878
2,2,True,2,933089
2,2,True,2,549437
1,1,True,16,23224
0,0,True,4,766333
2,2,True,3,966321
2,2,True,3,249873
1,1,True,2,649941
0,0,True,2,849468
2,2,True,2,150624
2,2,True,2,449416
1,1,True,2,866534
