playerAlias,
gender,M
age,
education,Superior Incompleto
destro,D
totalPlays,193
totalCorrect,191
successRate,1
playId,,8112016,131512
stageID,nivel4-v1
resultInt,optionChosenInt,correct, time
0,2,False,4,369271
2,2,True,3,550973
1,1,True,3,250697
0,2,False,4,719178
2,2,True,3,234533
1,1,True,2,367514
0,0,True,2,75037
2,2,True,7,736418
1,1,True,2,567677
0,0,True,6,869388
2,2,True,4,418512
1,1,True,3,584596
0,0,True,4,618599
2,2,True,2,801077
1,1,True,2,967257
0,0,True,3,46845
2,2,True,2,117269
1,1,True,2,434892
0,0,True,3,218066
2,2,True,10,27073
1,1,True,13,52206
0,0,True,2,850724
2,2,True,3,001329
1,1,True,15,00742
0,0,True,2,73369
2,2,True,2,100452
1,1,True,11,37101
0,0,True,2,300519
2,2,True,2,166804
1,1,True,2,116661
0,0,True,3,018088
2,2,True,2,000399
1,1,True,2,234238
0,0,True,2,734411
2,2,True,2,300944
1,1,True,3,31742
0,0,True,2,717285
2,2,True,2,500983
1,1,True,2,46687
0,0,True,2,700407
2,2,True,1,934674
1,1,True,2,000439
0,0,True,2,968346
2,2,True,2,350977
1,1,True,3,051209
0,0,True,2,950899
2,2,True,3,151083
1,1,True,2,801374
0,0,True,2,783837
2,2,True,3,185387
1,1,True,0,8336179
0,0,True,0,3335509
2,2,True,0,6166041
1,1,True,2,033626
0,0,True,0,365818
2,2,True,0,350801
1,1,True,0,533865
0,0,True,2,451254
2,2,True,2,267422
1,1,True,2,667119
0,0,True,2,133727
2,2,True,0,8506181
1,1,True,2,634152
0,0,True,2,583039
2,2,True,2,200304
1,1,True,2,101025
0,0,True,0,8339441
2,2,True,0,3664839
1,1,True,0,916826
0,0,True,2,433987
2,2,True,0,9007931
1,1,True,2,283644
0,0,True,2,15039
2,2,True,0,4833369
1,1,True,0,6673501
0,0,True,2,617212
2,2,True,0,500603
1,1,True,0,5668399
0,0,True,2,200027
2,2,True,0,449739
1,1,True,0,700084
0,0,True,2,701113
2,2,True,0,6338589
1,1,True,0,4338858
0,0,True,0,6329911
2,2,True,0,4002049
1,1,True,2,68372
0,0,True,2,100143
2,2,True,2,067389
1,1,True,2,234088
0,0,True,2,550375
2,2,True,0,250504
1,1,True,1,917351
0,0,True,2,000647
2,2,True,1,917107
1,1,True,2,434114
0,0,True,2,567476
2,2,True,2,601015
1,1,True,2,734715
0,0,True,2,683562
2,2,True,2,668571
1,1,True,0,4497612
0,0,True,2,900804
2,2,True,2,217761
1,1,True,2,150839
0,0,True,2,683886
2,2,True,2,317666
1,1,True,0,39958
0,0,True,2,317262
2,2,True,2,017244
1,1,True,2,500221
0,0,True,2,53436
2,2,True,7,15208
1,1,True,0,566983
0,0,True,2,133836
2,2,True,2,783682
1,1,True,2,400446
0,0,True,5,084918
2,2,True,0,5505509
1,1,True,2,500717
0,0,True,5,967842
2,2,True,3,100806
1,1,True,4,018498
0,0,True,3,117103
2,2,True,2,833927
1,1,True,0,8838389
0,0,True,0,682966
2,2,True,2,3169
1,1,True,2,133394
0,0,True,11,87134
2,2,True,0,48312
1,1,True,2,534267
0,0,True,2,684715
2,2,True,3,368181
1,1,True,2,767857
0,0,True,70,87777
2,2,True,2,283883
1,1,True,0,132406
0,0,True,0,383198
2,2,True,0,417408
1,1,True,2,152121
0,0,True,2,617619
2,2,True,3,200258
1,1,True,3,500827
0,0,True,2,534023
2,2,True,15,1388
1,1,True,3,717168
0,0,True,3,251098
2,2,True,1,433821
1,1,True,2,550598
0,0,True,14,05538
2,2,True,0,499716
1,1,True,2,350347
0,0,True,2,850814
2,2,True,1,950427
1,1,True,2,016772
0,0,True,1,768239
2,2,True,2,317539
1,1,True,1,899988
0,0,True,2,000944
2,2,True,0,4005549
1,1,True,0,3163249
0,0,True,2,050082
2,2,True,0,3834629
1,1,True,2,000604
0,0,True,2,884865
2,2,True,2,000236
1,1,True,2,133993
0,0,True,2,734389
2,2,True,0,450192
1,1,True,0,3166621
0,0,True,2,13438
2,2,True,0,3511059
1,1,True,1,900854
0,0,True,0,5666919
2,2,True,0,3667531
1,1,True,0,3503129
0,0,True,0,5667369
2,2,True,0,5672541
1,1,True,0,7665839
0,0,True,2,51764
2,2,True,0,549777
1,1,True,0,7835989
0,0,True,0,500242
2,2,True,0,616962
1,1,True,0,850724
0,0,True,0,599771
2,2,True,0,7167852
1,1,True,0,4504311
0,0,True,2,333373
2,2,True,0,6169078
1,1,True,2,768496
0,0,True,2,484436
