playerAlias,ovo
gender,M
age,21
education,Superior Incompleto
destro,D
totalPlays,60
totalCorrect,55
successRate,1
playId,ovo,8112016,133638
stageID,grupo1-v3
resultInt,optionChosenInt,correct, time
0,1,False,3,564967
2,2,True,1,266483
0,2,False,0,8997591
0,1,False,1,883002
2,1,False,3,76688
0,1,False,4,4999
0,0,True,24,96584
2,2,True,4,799312
0,0,True,3,382498
0,0,True,3,949569
2,2,True,2,699303
0,0,True,2,550186
0,0,True,1,933124
2,2,True,1,949247
0,0,True,8,084154
0,0,True,1,89951
2,2,True,44,93252
0,0,True,33,36685
0,0,True,2,466918
2,2,True,0,8663371
0,0,True,0,5004668
0,0,True,0,967222
2,2,True,0,4828789
0,0,True,0,9846859
0,0,True,1,300495
2,2,True,1,133489
0,0,True,0,666311
0,0,True,4,316089
2,2,True,0,3991852
0,0,True,0,4169939
0,0,True,0,699255
2,2,True,0,666991
0,0,True,0,5832181
0,0,True,0,5665791
2,2,True,0,4158711
0,0,True,0,4165978
0,0,True,0,400444
2,2,True,0,033319
0,0,True,0,4667251
0,0,True,13,43377
2,2,True,0,5492542
0,0,True,0,4500721
0,0,True,0,6323259
2,2,True,0,216507
0,0,True,0,666785
0,0,True,2,217348
2,2,True,0,566783
0,0,True,0,650676
0,0,True,0,4164069
2,2,True,0,7994349
0,0,True,3,2668
0,0,True,0,3835289
2,2,True,0,8667362
0,0,True,0,4487751
0,0,True,0,366792
2,2,True,0,766412
0,0,True,0,900564
0,0,True,0,8167081
2,2,True,1,232955
0,0,True,1,90031
