playerAlias,hugo
gender,M
age,30
education,Superior Completo
destro,D
totalPlays,60
totalCorrect,53
successRate,1
playId,hugo,8112016,135341
stageID,grupo1-v3
resultInt,optionChosenInt,correct, time
0,2,False,7,88542
2,1,False,7,533236
0,1,False,2,600176
0,0,True,5,750784
2,1,False,5,316979
0,0,True,6,766291
0,2,False,3,449583
2,0,False,7,500109
0,0,True,5,333813
0,2,False,34,09924
2,2,True,1,051061
0,0,True,3,216471
0,0,True,1,483631
2,2,True,0,9994528
0,0,True,1,882042
0,0,True,3,533364
2,2,True,1,317352
0,0,True,1,68269
0,0,True,0,898452
2,2,True,1,483494
0,0,True,1,449988
0,0,True,1,100159
2,2,True,1,383443
0,0,True,5,283124
0,0,True,0,7834661
2,2,True,1,433361
0,0,True,1,432599
0,0,True,6,917039
2,2,True,2,900048
0,0,True,2,066641
0,0,True,2,333649
2,2,True,2,333256
0,0,True,2,866309
0,0,True,0,4487779
2,2,True,0,584003
0,0,True,0,6165879
0,0,True,0,5496051
2,2,True,1,367272
0,0,True,1,117125
0,0,True,0,800102
2,2,True,0,6490901
0,0,True,1,700024
0,0,True,0,4499249
2,2,True,0,5998869
0,0,True,0,566545
0,0,True,0,4165571
2,2,True,0,6326311
0,0,True,0,4507411
0,0,True,2,26699
2,2,True,0,4336009
0,0,True,0,667479
0,0,True,0,4168971
2,2,True,0,05020905
0,0,True,0,483515
0,0,True,1,850361
2,2,True,0,716552
0,0,True,0,4326141
0,0,True,0,4839151
2,2,True,0,667151
0,0,True,0,683373
