playerAlias,
gender,F
age,
education,Superior Incompleto
destro,D
totalPlays,60
totalCorrect,55
successRate,1
playId,,8112016,134336
stageID,grupo1-v3
resultInt,optionChosenInt,correct, time
0,1,False,40,65817
2,1,False,1,949401
0,1,False,1,699633
0,1,False,2,999456
2,0,False,4,332788
0,0,True,29,73376
0,0,True,5,817255
2,2,True,3,75026
0,0,True,3,866396
0,0,True,2,333119
2,2,True,2,966999
0,0,True,2,633912
0,0,True,3,167028
2,2,True,2,86664
0,0,True,2,216855
0,0,True,3,08334
2,2,True,3,149695
0,0,True,0,849746
0,0,True,2,166569
2,2,True,2,682876
0,0,True,2,566424
0,0,True,4,44902
2,2,True,3,417268
0,0,True,24,73339
0,0,True,6,78334
2,2,True,3,46661
0,0,True,3,249632
0,0,True,3,099777
2,2,True,3,217094
0,0,True,3,550397
0,0,True,1,932273
2,2,True,3,383325
0,0,True,3,23298
0,0,True,2,917462
2,2,True,3,467748
0,0,True,3,250289
0,0,True,2,566161
2,2,True,2,982771
0,0,True,2,51623
0,0,True,2,833366
2,2,True,2,400148
0,0,True,3,249853
0,0,True,2,516393
2,2,True,5,600082
0,0,True,4,249398
0,0,True,4,082675
2,2,True,4,366776
0,0,True,3,050219
0,0,True,2,499651
2,2,True,4,566339
0,0,True,2,733374
0,0,True,3,133353
2,2,True,3,616453
0,0,True,3,734232
0,0,True,5,049816
2,2,True,3,982637
0,0,True,4,449849
0,0,True,8,249487
2,2,True,33,3175
0,0,True,3,183848
