playerAlias,
gender,M
age,
education,Superior Completo
destro,D
totalPlays,60
totalCorrect,55
successRate,1
playId,,8112016,134757
stageID,grupo1-v3
resultInt,optionChosenInt,correct, time
0,1,False,2,865587
2,1,False,1,416745
0,1,False,1,567827
0,2,False,1,482964
2,0,False,3,750424
0,0,True,7,432759
0,0,True,5,983654
2,2,True,0,94977
0,0,True,0,716356
0,0,True,1,016731
2,2,True,0,01616216
0,0,True,0,366699
0,0,True,0,7335391
2,2,True,4,983419
0,0,True,0,583251
0,0,True,5,400054
2,2,True,1,116588
0,0,True,0,3848751
0,0,True,1,26739
2,2,True,0,7835522
0,0,True,0,7675781
0,0,True,6,866513
2,2,True,0,6995029
0,0,True,0,7832389
0,0,True,2,383447
2,2,True,0,650135
0,0,True,0,1671422
0,0,True,0,7835429
2,2,True,0,7160399
0,0,True,0,7500269
0,0,True,1,099829
2,2,True,0,6828239
0,0,True,0,5832601
0,0,True,0,499583
2,2,True,0,4666009
0,0,True,0,5156012
0,0,True,3,333764
2,2,True,0,465975
0,0,True,0,366123
0,0,True,2,833244
2,2,True,0,250128
0,0,True,0,6994278
0,0,True,1,51651
2,2,True,0,3833809
0,0,True,0,4664409
0,0,True,0,816303
2,2,True,0,3831911
0,0,True,0,3168759
0,0,True,0,568285
2,2,True,0,4330981
0,0,True,0,4836421
0,0,True,1,766972
2,2,True,0,3503311
0,0,True,0,3000281
0,0,True,1,217568
2,2,True,0,2327089
0,0,True,0,3332469
0,0,True,0,6168129
2,2,True,0,3340039
0,0,True,0,683759
