playerAlias,
gender,M
age,
education,Superior Incompleto
destro,D
totalPlays,60
totalCorrect,54
successRate,1
playId,,8112016,12588
stageID,grupo1-v3
resultInt,optionChosenInt,correct, time
0,2,False,0,03348088
2,0,False,1,934012
0,1,False,0,3160362
0,2,False,0,4333701
2,2,True,4,185001
0,0,True,0,7337351
0,2,False,3,068213
2,2,True,2,451376
0,0,True,0,8323109
0,0,True,0,633738
2,2,True,1,300067
0,0,True,0,9680488
0,0,True,0,716342
2,2,True,1,518448
0,0,True,0,9675119
0,0,True,1,033689
2,2,True,0,9000111
0,0,True,0,9334991
0,0,True,0,633152
2,2,True,1,967513
0,0,True,1,35091
0,0,True,0,4331589
2,2,True,0,7327092
0,0,True,1,784883
0,0,True,0,8171031
2,2,True,0,9338579
0,0,True,0,8826718
0,0,True,0,382961
2,2,True,0,9843481
0,0,True,0,6669381
0,0,True,0,300128
2,2,True,0,6841781
0,0,True,0,516989
0,2,False,0,8506351
2,2,True,3,135089
0,0,True,1,801402
0,0,True,0,7658031
2,2,True,1,915994
0,0,True,1,768512
0,0,True,2,084412
2,2,True,1,335189
0,0,True,3,117936
0,0,True,1,71705
2,2,True,0,9672868
0,0,True,0,983804
0,0,True,0,9834909
2,2,True,1,333433
0,0,True,0,867615
0,0,True,0,9504709
2,2,True,0,9491708
0,0,True,0,6668291
0,0,True,0,4510832
2,2,True,1,634355
0,0,True,0,700835
0,0,True,0,884449
2,2,True,0,8334539
0,0,True,0,734288
0,0,True,0,4499309
2,2,True,4,951889
0,0,True,10,63674
