X1,move,correct,movementTime,soccerTeam,game,phase,playerAlias,totalCorrect,groupCode,sequExecuted,optionChosen
66,67,TRUE,0.983826,YOG,JG,3,P35362,74,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
67,68,TRUE,0.299866,YOG,JG,3,P35362,74,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
68,69,FALSE,16.999389999999998,YOG,JG,3,P35362,74,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
69,70,FALSE,6.832764,YOG,JG,3,P35362,74,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
70,71,TRUE,0.716553,YOG,JG,3,P35362,74,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
71,72,FALSE,0.815613,YOG,JG,3,P35362,74,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
72,73,TRUE,4.69989,YOG,JG,3,P35362,74,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
73,74,TRUE,0.149841,YOG,JG,3,P35362,74,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
74,75,FALSE,0.583252,YOG,JG,3,P35362,74,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
75,76,TRUE,0.866638,YOG,JG,3,P35362,74,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
76,77,TRUE,0.700195,YOG,JG,3,P35362,74,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
77,78,TRUE,0.649841,YOG,JG,3,P35362,74,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
78,79,TRUE,0.149658,YOG,JG,3,P35362,74,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
79,80,TRUE,0.43396,YOG,JG,3,P35362,74,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
80,81,FALSE,2.483765,YOG,JG,3,P35362,74,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
81,82,TRUE,4.066284,YOG,JG,3,P35362,74,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
82,83,TRUE,0.133118,YOG,JG,3,P35362,74,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
83,84,FALSE,1.250183,YOG,JG,3,P35362,74,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
84,85,TRUE,3.683167,YOG,JG,3,P35362,74,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
85,86,TRUE,0.166626,YOG,JG,3,P35362,74,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
86,87,TRUE,0.083252,YOG,JG,3,P35362,74,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
87,88,TRUE,0.299866,YOG,JG,3,P35362,74,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
88,89,TRUE,0.666321,YOG,JG,3,P35362,74,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
89,90,TRUE,1.849915,YOG,JG,3,P35362,74,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
90,91,TRUE,0.215759,YOG,JG,3,P35362,74,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
91,92,TRUE,0.583069,YOG,JG,3,P35362,74,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
92,93,FALSE,0.266541,YOG,JG,3,P35362,74,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
93,94,TRUE,5.732971,YOG,JG,3,P35362,74,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
94,95,TRUE,6.932922,YOG,JG,3,P35362,74,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
95,96,TRUE,0.69989,YOG,JG,3,P35362,74,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
96,97,TRUE,0.266663,YOG,JG,3,P35362,74,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
97,98,TRUE,0.583313,YOG,JG,3,P35362,74,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
98,99,TRUE,0.532898,YOG,JG,3,P35362,74,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
99,100,TRUE,0.483276,YOG,JG,3,P35362,74,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
100,101,TRUE,0.08313,YOG,JG,3,P35362,74,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
101,102,TRUE,0.599731,YOG,JG,3,P35362,74,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
0,1,FALSE,18.54825,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
1,2,TRUE,0.366669,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
2,3,FALSE,0.683228,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
3,4,FALSE,0.966431,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
4,5,FALSE,0.982971,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
5,6,FALSE,1.066681,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
6,7,FALSE,1.549683,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
7,8,TRUE,1.133179,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
8,9,FALSE,1.566376,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
9,10,FALSE,0.183136,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
10,11,TRUE,1.866547,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
11,12,FALSE,1.399261,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
12,13,TRUE,1.533447,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
13,14,TRUE,0.899933,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
14,15,TRUE,0.933228,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
15,16,TRUE,0.815796,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
16,17,TRUE,0.382996,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
17,18,TRUE,0.832581,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
18,19,TRUE,0.199829,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
19,20,TRUE,3.066162,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
20,21,FALSE,0.299835,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
21,22,TRUE,1.449951,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
22,23,FALSE,0.966644,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
23,24,TRUE,1.13208,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
24,25,TRUE,0.583283,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
25,26,TRUE,2.666779,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
26,27,FALSE,0.933289,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
27,28,FALSE,1.116394,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
28,29,TRUE,2.765564,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
29,30,FALSE,2.016357,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
30,31,TRUE,1.267242,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
31,32,TRUE,1.683044,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
32,33,FALSE,3.083038,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
33,34,FALSE,1.233246,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
34,35,TRUE,0.916412,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
35,36,FALSE,0.466461,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
36,37,FALSE,1.083466,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
37,38,FALSE,1.266357,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
38,39,FALSE,1.699707,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
39,40,FALSE,3.649902,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
40,41,FALSE,1.117615,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
41,42,TRUE,1.999908,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
42,43,FALSE,1.649841,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
43,44,TRUE,1.233154,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
44,45,TRUE,1.183167,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
45,46,FALSE,1.383301,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
46,47,FALSE,1.733337,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
47,48,FALSE,2.283081,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
48,49,FALSE,1.084167,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
49,50,TRUE,0.716431,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
50,51,FALSE,1.616516,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
51,52,TRUE,1.666382,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
52,53,FALSE,14.5672,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
53,54,TRUE,4.932861,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
54,55,FALSE,2.982971,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
55,56,FALSE,6.717346,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
56,57,TRUE,2.5,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
57,58,TRUE,3.333252,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
58,59,FALSE,5.566162,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
59,60,TRUE,3.333313,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
60,61,FALSE,5.000122,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
61,62,FALSE,5.432739,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
62,63,FALSE,5.58197,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
63,64,FALSE,11.13263,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
64,65,TRUE,76.79657,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
65,66,TRUE,3.849915,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
66,67,TRUE,16.39941,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
67,68,TRUE,20.03259,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
68,69,TRUE,18.41595,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
69,70,FALSE,2.799622,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
70,71,FALSE,11.16638,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
71,72,FALSE,12.68256,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
72,73,TRUE,7.56665,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
73,74,TRUE,12.95056,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
74,75,FALSE,5.84967,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
75,76,FALSE,9.099487,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
76,77,FALSE,7.999573,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
77,78,FALSE,4.233337,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
78,79,FALSE,5.566345,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
79,80,FALSE,5.449524,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
80,81,TRUE,2.016907,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
81,82,TRUE,3.383179,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
82,83,TRUE,8.833069,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
83,84,FALSE,5.117554,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
84,85,TRUE,5.299805,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
85,86,TRUE,18.49921,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
86,87,TRUE,4.950562,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
87,88,TRUE,23.349240000000002,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
88,89,TRUE,17.83276,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
89,90,FALSE,43.41492,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
90,91,TRUE,9.349487,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
91,92,TRUE,6.716553,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
92,93,TRUE,4.399902,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
93,94,TRUE,7.649414,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
94,95,TRUE,21.78271,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
95,96,FALSE,18.89917,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
96,97,TRUE,7.299683,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
97,98,TRUE,1.233032,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
98,99,TRUE,1.933105,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,2
99,100,TRUE,4.416382,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
100,101,TRUE,2.616455,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,1
101,102,FALSE,3.949707,YOG,JG,3,P17151,53,YOG2018,011012012012012012011012012012011012012012011011012012012012011012011011012012012011012012012012012012,0
0,1,TRUE,2.782715,PDM,JM,0,P86711,23,PDM2018,0102201020102201020102010,0
1,2,TRUE,0.750244,PDM,JM,0,P86711,23,PDM2018,0102201020102201020102010,1
2,3,TRUE,0.616455,PDM,JM,0,P86711,23,PDM2018,0102201020102201020102010,0
3,4,FALSE,0.816406,PDM,JM,0,P86711,23,PDM2018,0102201020102201020102010,0
4,5,TRUE,0.383179,PDM,JM,0,P86711,23,PDM2018,0102201020102201020102010,2
5,6,TRUE,1.783081,PDM,JM,0,P86711,23,PDM2018,0102201020102201020102010,0
6,7,TRUE,1.899902,PDM,JM,0,P86711,23,PDM2018,0102201020102201020102010,1
7,8,TRUE,1.649536,PDM,JM,0,P86711,23,PDM2018,0102201020102201020102010,0
8,9,TRUE,1.399902,PDM,JM,0,P86711,23,PDM2018,0102201020102201020102010,2
9,10,TRUE,0.766846,PDM,JM,0,P86711,23,PDM2018,0102201020102201020102010,0
10,11,TRUE,2.250122,PDM,JM,0,P86711,23,PDM2018,0102201020102201020102010,1
11,12,TRUE,0.64978,PDM,JM,0,P86711,23,PDM2018,0102201020102201020102010,0
12,13,FALSE,1.199829,PDM,JM,0,P86711,23,PDM2018,0102201020102201020102010,0
13,14,TRUE,0.266602,PDM,JM,0,P86711,23,PDM2018,0102201020102201020102010,2
14,15,TRUE,1.015869,PDM,JM,0,P86711,23,PDM2018,0102201020102201020102010,0
15,16,TRUE,1.966431,PDM,JM,0,P86711,23,PDM2018,0102201020102201020102010,1
16,17,TRUE,0.366577,PDM,JM,0,P86711,23,PDM2018,0102201020102201020102010,0
17,18,TRUE,3.099609,PDM,JM,0,P86711,23,PDM2018,0102201020102201020102010,2
18,19,TRUE,0.949829,PDM,JM,0,P86711,23,PDM2018,0102201020102201020102010,0
19,20,TRUE,1.317139,PDM,JM,0,P86711,23,PDM2018,0102201020102201020102010,1
20,21,TRUE,0.016479,PDM,JM,0,P86711,23,PDM2018,0102201020102201020102010,0
21,22,TRUE,0.849609,PDM,JM,0,P86711,23,PDM2018,0102201020102201020102010,2
22,23,TRUE,0.566895,PDM,JM,0,P86711,23,PDM2018,0102201020102201020102010,0
23,24,TRUE,0.782959,PDM,JM,0,P86711,23,PDM2018,0102201020102201020102010,1
24,25,TRUE,1.983032,PDM,JM,0,P86711,23,PDM2018,0102201020102201020102010,0
0,1,FALSE,5.649536,ELD,JM,0,P50224,33,ELD2018,222111101210121011111211012110121012110112210121,1
1,2,FALSE,10.26587,ELD,JM,0,P50224,33,ELD2018,222111101210121011111211012110121012110112210121,1
2,3,TRUE,6.599976,ELD,JM,0,P50224,33,ELD2018,222111101210121011111211012110121012110112210121,2
3,4,FALSE,6.099731,ELD,JM,0,P50224,33,ELD2018,222111101210121011111211012110121012110112210121,0
4,5,FALSE,4.83313,ELD,JM,0,P50224,33,ELD2018,222111101210121011111211012110121012110112210121,0
5,6,FALSE,7.78186,ELD,JM,0,P50224,33,ELD2018,222111101210121011111211012110121012110112210121,0
6,7,TRUE,15.03259,ELD,JM,0,P50224,33,ELD2018,222111101210121011111211012110121012110112210121,1
7,8,TRUE,0.633301,ELD,JM,0,P50224,33,ELD2018,222111101210121011111211012110121012110112210121,0
8,9,TRUE,3.249634,ELD,JM,0,P50224,33,ELD2018,222111101210121011111211012110121012110112210121,1
9,10,TRUE,2.166748,ELD,JM,0,P50224,33,ELD2018,222111101210121011111211012110121012110112210121,2
10,11,TRUE,1.166626,ELD,JM,0,P50224,33,ELD2018,222111101210121011111211012110121012110112210121,1
11,12,TRUE,2.183105,ELD,JM,0,P50224,33,ELD2018,222111101210121011111211012110121012110112210121,0
12,13,TRUE,0.833252,ELD,JM,0,P50224,33,ELD2018,222111101210121011111211012110121012110112210121,1
13,14,TRUE,1.716675,ELD,JM,0,P50224,33,ELD2018,222111101210121011111211012110121012110112210121,2
14,15,TRUE,0.833252,ELD,JM,0,P50224,33,ELD2018,222111101210121011111211012110121012110112210121,1
15,16,TRUE,0.399902,ELD,JM,0,P50224,33,ELD2018,222111101210121011111211012110121012110112210121,0
16,17,FALSE,1.916382,ELD,JM,0,P50224,33,ELD2018,222111101210121011111211012110121012110112210121,2
17,18,FALSE,2.433105,ELD,JM,0,P50224,33,ELD2018,222111101210121011111211012110121012110112210121,2
18,19,FALSE,4.932983,ELD,JM,0,P50224,33,ELD2018,222111101210121011111211012110121012110112210121,2
19,20,FALSE,16.06506,ELD,JM,0,P50224,33,ELD2018,222111101210121011111211012110121012110112210121,0
20,21,TRUE,7.98291,ELD,JM,0,P50224,33,ELD2018,222111101210121011111211012110121012110112210121,1
21,22,TRUE,29.48218,ELD,JM,0,P50224,33,ELD2018,222111101210121011111211012110121012110112210121,2
22,23,FALSE,1.999756,ELD,JM,0,P50224,33,ELD2018,222111101210121011111211012110121012110112210121,0
23,24,TRUE,0.416626,ELD,JM,0,P50224,33,ELD2018,222111101210121011111211012110121012110112210121,1
24,25,TRUE,0.883179,ELD,JM,0,P50224,33,ELD2018,222111101210121011111211012110121012110112210121,0
25,26,TRUE,1.083252,ELD,JM,0,P50224,33,ELD2018,222111101210121011111211012110121012110112210121,1
26,27,TRUE,0.882324,ELD,JM,0,P50224,33,ELD2018,222111101210121011111211012110121012110112210121,2
27,28,FALSE,1.399048,ELD,JM,0,P50224,33,ELD2018,222111101210121011111211012110121012110112210121,0
28,29,TRUE,3.549805,ELD,JM,0,P50224,33,ELD2018,222111101210121011111211012110121012110112210121,1
29,30,TRUE,4.749512,ELD,JM,0,P50224,33,ELD2018,222111101210121011111211012110121012110112210121,0
30,31,TRUE,6.799561,ELD,JM,0,P50224,33,ELD2018,222111101210121011111211012110121012110112210121,1
31,32,TRUE,1.132446,ELD,JM,0,P50224,33,ELD2018,222111101210121011111211012110121012110112210121,2
32,33,TRUE,0.899902,ELD,JM,0,P50224,33,ELD2018,222111101210121011111211012110121012110112210121,1
33,34,TRUE,0.566528,ELD,JM,0,P50224,33,ELD2018,222111101210121011111211012110121012110112210121,0
34,35,TRUE,2.116577,ELD,JM,0,P50224,33,ELD2018,222111101210121011111211012110121012110112210121,1
35,36,TRUE,0.633057,ELD,JM,0,P50224,33,ELD2018,222111101210121011111211012110121012110112210121,2
36,37,FALSE,0.75,ELD,JM,0,P50224,33,ELD2018,222111101210121011111211012110121012110112210121,0
37,38,TRUE,1.049561,ELD,JM,0,P50224,33,ELD2018,222111101210121011111211012110121012110112210121,1
38,39,TRUE,1.499878,ELD,JM,0,P50224,33,ELD2018,222111101210121011111211012110121012110112210121,0
39,40,FALSE,1.91687,ELD,JM,0,P50224,33,ELD2018,222111101210121011111211012110121012110112210121,2
40,41,TRUE,0.399658,ELD,JM,0,P50224,33,ELD2018,222111101210121011111211012110121012110112210121,1
41,42,FALSE,0.832398,ELD,JM,0,P50224,33,ELD2018,222111101210121011111211012110121012110112210121,0
42,43,TRUE,3.033325,ELD,JM,0,P50224,33,ELD2018,222111101210121011111211012110121012110112210121,2
43,44,TRUE,1.099976,ELD,JM,0,P50224,33,ELD2018,222111101210121011111211012110121012110112210121,1
44,45,TRUE,0.984131,ELD,JM,0,P50224,33,ELD2018,222111101210121011111211012110121012110112210121,0
45,46,TRUE,0.782959,ELD,JM,0,P50224,33,ELD2018,222111101210121011111211012110121012110112210121,1
46,47,TRUE,0.599121,ELD,JM,0,P50224,33,ELD2018,222111101210121011111211012110121012110112210121,2
47,48,FALSE,1.932983,ELD,JM,0,P50224,33,ELD2018,222111101210121011111211012110121012110112210121,0
0,1,TRUE,5.116699,YOG,JM,0,P17151,12,YOG2018,001200120012,0
1,2,TRUE,1.949829,YOG,JM,0,P17151,12,YOG2018,001200120012,0
2,3,TRUE,0.401123,YOG,JM,0,P17151,12,YOG2018,001200120012,1
3,4,TRUE,5.049438,YOG,JM,0,P17151,12,YOG2018,001200120012,2
4,5,TRUE,1.565552,YOG,JM,0,P17151,12,YOG2018,001200120012,0
